ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
671,     6,     5,     8,     7,     0,     8,     4,     5,     6,     2,     1,     5,     1,     1,     3,     5,     7,     7,     1,     2
672,     4,     2,     3,     8,     1,     5,     8,     5,     0,     8,     8,     4,     8,     2,     6,     5,     9,     3,     8,     8
673,     2,     2,     2,     9,     5,     6,     9,     6,     0,    10,     9,     5,     6,     2,     7,     6,     5,     5,     5,     8
674,     1,     1,     1,    10,     2,     5,     8,     2,     2,     9,     7,     5,     7,     3,     4,     5,     8,     6,     5,     4
675,     2,     5,     4,     9,     4,     5,     8,     6,     1,     9,     7,     4,     7,     3,     5,     4,     7,     5,     2,     6
676,     1,     1,     3,     9,     3,     5,     8,     7,     4,     9,     8,     4,     8,     3,     8,     3,     7,     5,     2,     6
677,     2,     2,     8,     8,     7,     6,     4,     5,     5,     8,     3,     5,     4,     8,     1,     4,     4,     6,     5,     2
678,    10,     9,     7,     9,     8,     9,    10,     4,     4,     4,     1,     6,     5,     2,     2,     3,     2,     3,     4,     2
679,     3,     6,    10,     9,     0,     8,     3,     4,     5,     1,     1,     6,     4,     0,     4,     4,     6,     8,     2,     2
680,     1,     1,     4,    10,     4,     6,    10,     6,     1,     6,     9,     8,     6,     2,    10,     3,     7,     5,     3,     5
681,     9,     8,     6,     8,     8,     6,     6,     5,     8,     2,     2,     6,     5,     2,     3,     8,     2,     6,     5,     2
682,     2,     3,     3,     8,     1,     8,     6,     6,     0,     9,     9,     9,     8,     4,     6,     3,     7,     4,     4,     7
683,    10,     9,     8,     6,     8,     6,     8,     7,     5,     3,     1,     5,     7,     2,     1,     8,     1,     5,     6,     3
684,     4,     3,     9,     9,     0,     3,     4,     5,     9,     2,     1,     4,     6,     4,     3,     5,     7,     5,     0,     6
685,     3,     1,     3,     8,     3,     5,     8,     5,     1,    10,     9,     2,     7,     1,     8,     6,     8,     5,     4,     6
686,     3,     7,     9,     2,     0,     6,     6,     6,    10,     1,     3,     7,     4,     3,     1,     3,     6,     4,     2,     4
687,     3,     4,     7,     8,     5,     6,     6,     3,     7,     9,     2,     4,     4,     4,     4,     5,     8,     5,     6,     0
688,    10,     8,     6,     9,     5,     7,     8,     6,     7,     3,     3,     4,     2,     1,     3,     3,     1,     4,     4,     0
689,     3,     3,     1,    10,     1,     7,    10,     5,     3,     9,     7,     5,     6,     1,     4,     3,     7,     6,     3,     5
690,     2,     3,     2,     9,     4,     6,     8,     5,     1,     8,     8,     9,     9,     1,     6,     3,    10,     6,     6,     7
691,     6,     5,     9,     6,     0,     4,     2,     5,     7,     2,     0,     6,     2,     2,     1,     3,     7,     5,     0,     1
692,     1,     1,     4,     7,     2,     7,     8,     5,     1,     9,     8,     9,     9,     1,     5,     6,     8,     7,     4,     6
693,     9,     8,     8,     9,     8,     5,     6,     5,     2,     1,     3,     3,     4,     5,     2,     5,     1,     3,     4,     0
694,     2,     7,     9,     2,     0,     8,     4,     7,     7,     3,     0,     8,     3,     4,     3,     5,     4,     5,     0,     4
695,     2,     1,     4,     9,     4,     8,     6,     3,     1,     8,     8,     6,     6,     1,     8,     4,     7,     4,     4,     8
696,     0,     1,     3,     8,     1,     8,     9,     3,     1,     8,     9,     6,     8,     2,     7,     3,     8,     6,     6,     5
697,    10,     6,     6,     9,     7,     4,     7,     6,     5,     2,     2,     6,     3,     1,     4,     5,     0,     6,     2,     0
698,     3,     6,     8,     7,     0,     7,     4,     3,     7,     1,     1,     7,     4,     2,     2,     6,     8,     4,     0,     4
699,     5,     3,     6,     9,     6,     7,     4,     4,     7,     9,     2,     8,     2,     7,     3,     5,     9,     4,     5,     0
700,     8,     5,     6,     9,     7,     5,     6,     4,     6,     7,     3,     3,     6,     7,     2,     6,     7,     3,     9,     4
701,     5,     6,    10,     5,     0,     7,     5,     3,     8,     1,     1,     6,     2,     2,     3,     5,     7,     7,     1,     2
702,     4,     6,     8,     7,     0,     7,     4,     5,     7,     1,     1,     6,     3,     3,     5,     6,     8,     3,     0,     5
703,     3,     4,     9,     8,     0,     7,     4,     9,     9,     2,     1,     4,     3,     4,     2,     4,     7,     4,     1,     1
704,     1,     1,     4,     9,     2,     8,     9,     5,     1,     8,     8,     6,     8,     1,     4,     8,    10,     4,     4,     3
705,     4,     3,    10,     8,     8,     5,     7,     2,     4,    10,     2,     6,     3,     5,     5,     2,     6,     3,     6,     3
706,     1,     2,     3,     6,     3,     7,    10,     7,     1,     6,     9,     6,     5,     2,     4,     6,     9,     5,     5,     6
707,    10,     9,     8,     8,     9,     7,     8,     4,     4,     3,     3,     6,     5,     3,     2,     5,     2,     4,     4,     1
708,     4,     0,     1,     8,     3,     5,     6,     6,     2,     7,     7,     4,     5,     2,     5,     7,     8,     2,     4,     5
709,     0,     2,     1,     9,     3,     8,     8,     4,     3,    10,     6,     8,     6,     0,     5,     6,     7,     3,     5,     4
710,     5,     3,     6,     3,     7,     5,     7,     5,     8,     8,     1,     7,     6,     5,     3,     5,     8,     7,     8,     4
711,     4,     6,     9,     7,     0,     9,     6,     6,    10,     0,     1,     6,     3,     0,     2,     5,     6,     5,     1,     4
712,     4,     1,     2,     6,     3,     8,     8,     2,     1,     9,    10,     5,     8,     3,     5,     4,     8,     7,     6,     8
713,     1,     1,     1,    10,     3,     6,     7,     4,     1,     9,     9,     6,     7,     3,     5,     5,    10,     3,     3,     6
714,     3,     3,     2,    10,     1,     7,     9,     5,     0,    10,     8,     5,     7,     4,     5,     4,     9,     5,     5,     3
715,     6,     7,     9,     6,     0,     5,     5,     4,     7,     4,     1,     7,     5,     2,     3,     4,     8,     6,     0,     2
716,     9,     9,     8,     6,     7,     8,     7,     5,     6,     5,     4,     6,     3,     1,     4,     7,     1,     8,     9,     3
717,     9,     8,     9,     8,     9,     7,     8,     4,     3,     1,     1,     8,     4,     3,     2,     5,     1,     2,     6,     3
718,     0,     2,     1,    10,     2,     6,     8,     4,     0,     9,     8,     5,     5,     2,     9,     5,     7,     6,     3,     5
719,     9,     8,    10,     7,     8,     6,     9,     4,     7,     2,     4,     4,     7,     4,     3,     6,     1,     7,     4,     2
720,     5,     7,     8,     5,     0,     9,     4,     8,     7,     2,     1,     2,     4,     4,     6,     7,     9,     5,     0,     4
721,    10,     9,     7,     5,     9,     6,     7,     9,     8,     4,     1,     5,     4,     3,     2,     4,     1,     4,     6,     3
722,     7,     6,    10,     7,     1,     6,     4,     5,     8,     1,     0,     5,     1,     2,     7,     4,     7,     7,     0,     5
723,     5,     5,     9,     4,     0,     9,     2,     3,     7,     2,     1,     7,     2,     2,     0,     5,     5,     5,     0,     2
724,     5,     7,     9,     5,     0,     7,     3,     5,     8,     3,     0,     6,     3,     2,     4,     3,     4,     4,     0,     2
725,    10,     7,     7,     8,    10,     9,     7,     5,     5,     2,     5,     8,     5,     3,     2,     7,     1,     3,     3,     3
726,     2,     0,     3,     5,     3,     4,     6,     5,     0,     9,    10,     8,     9,     4,     7,     5,     9,     4,     2,     8
727,     8,     6,     9,     7,     0,     9,     6,     3,     8,     1,     1,     6,     0,     3,     4,     2,     5,     4,     2,     3
728,     4,     6,     8,     6,     0,     7,     6,     5,     9,     1,     1,     5,     2,     3,     4,     1,     9,     6,     1,     2
729,     6,     5,     4,     6,     7,     5,     7,     4,     6,     7,     1,     4,     5,     7,     7,     5,     8,     3,     4,     6
730,     3,     1,     1,     8,     3,     3,     8,     4,     2,     6,     9,     2,     8,     3,     7,     6,     7,     7,     5,     9
731,    10,     8,     6,     9,     8,     6,     8,     5,     5,     0,     3,     8,     3,     5,     2,     8,     0,     6,     8,     2
732,     1,     1,     4,    10,     2,     5,     8,     5,     1,     7,     9,     5,     8,     1,     6,     5,     9,     7,     7,     6
733,     8,     5,     7,     9,     0,     7,     3,     6,    10,     1,     0,     6,     2,     3,     0,     6,     9,     6,     0,     1
734,    10,     9,     7,     8,     8,     8,     8,     7,     3,     3,     1,     4,     5,     0,     2,     5,     1,     4,     8,     1
735,     4,     8,     9,     5,     0,     7,     8,     5,     9,     2,     4,     6,     2,     2,     2,     5,     9,     5,     0,     2
736,    10,     8,     6,     8,     9,     6,     6,     5,     4,     3,     2,     5,     4,     3,     3,     2,     3,     6,     9,     3
737,     5,     2,     5,     7,     6,     6,     7,     8,     6,     9,     3,     7,     5,     4,     4,     7,     5,     4,     6,     3
738,     5,     7,     9,     7,     0,     8,     4,     4,     8,     3,     0,     6,     0,     4,     5,     4,    10,     7,     1,     3
739,     1,     0,     3,     6,     2,     8,     7,     5,     1,     5,     9,     7,     8,     2,     6,     5,     9,     7,     5,     5
740,     4,     6,     7,     8,     0,     7,     4,     5,    10,     3,     0,     8,     3,     2,     6,     5,     7,     6,     1,     3
741,     1,     2,     1,     7,     5,     5,     8,     5,     0,     8,     9,     3,     7,     7,     5,     5,     9,     6,     5,     7
742,     2,     3,     1,     9,     1,     6,     9,     6,     0,    10,    10,     5,     4,     2,     7,     3,     9,     3,     5,     4
743,     3,     1,     4,     7,     4,     5,     9,     5,     2,    10,     7,     4,     8,     2,     5,     5,     9,     6,     4,     3
744,     9,     9,     8,     9,     9,     5,    10,     8,     4,     3,     4,     4,     5,     1,     2,     5,     2,     5,     6,     2
745,     0,     0,     2,    10,     3,     6,     8,     4,     1,     8,     8,     4,     6,     4,     9,     3,     7,     3,     6,     6
746,     7,     1,     6,    10,     6,     5,     7,     4,     6,    10,     0,     6,     1,     5,     3,     3,     2,     6,     8,     1
747,     2,     2,     3,     7,     2,     7,     8,     3,     0,     9,     8,     6,     7,     2,     6,     6,     9,     4,     3,     7
748,     3,     3,     7,     9,     5,     6,     2,     3,     6,     9,     3,     7,     2,     6,     2,     4,     8,     8,     8,     3
749,     9,     5,     9,     8,     8,     9,    10,     6,     8,     2,     3,     5,     6,     2,     2,     4,     3,     4,     4,     2
750,    10,     7,     9,     8,     4,     6,     6,     6,     7,     3,     3,     7,     6,     5,     1,     6,     2,     2,     5,     2
751,     0,     3,     0,     8,     3,     8,     8,     9,     4,     8,     7,     3,     5,     4,     4,     5,     7,     5,     1,     8
752,     2,     4,     2,     9,     3,     6,     6,     7,     1,    10,     6,     7,     7,     3,     5,     4,     7,     7,     4,     5
753,     9,    10,     9,     9,     9,     9,     8,     7,     2,     1,     1,     5,     5,     1,     2,     7,     3,     6,     5,     4
754,    10,     9,     7,     4,     9,     8,     8,     3,     5,     4,     2,     5,     4,     5,     5,     6,     1,     7,     5,     3
755,     3,     4,     7,     8,     8,     5,     6,     5,     5,     8,     2,     5,     2,     7,     2,     4,    10,     6,     5,     2
756,    10,     8,    10,     5,     9,     5,     9,     5,     5,     3,     2,     5,     5,     1,     2,     5,     1,     4,     7,     1
757,     9,     8,     7,     9,    10,     8,     9,     6,     6,     2,     1,     4,     4,     2,     4,     9,     1,     4,     5,     3
758,     4,     5,     8,     5,     1,     4,     5,     1,     9,     0,     1,     6,     4,     2,     2,     3,     8,     6,     0,     2
759,    10,     6,     8,     8,     8,     6,     8,     2,     4,     1,     2,     3,     4,     2,     2,     6,     1,     5,     6,     1
760,     5,     5,     9,     3,     0,     7,     7,     7,     9,     1,     1,     6,     2,     2,     1,     3,     7,     3,     0,     4
761,     1,     1,     4,     8,     3,     3,     9,     7,     1,     9,    10,     5,     6,     1,     8,     4,     7,     8,     7,     6
762,     1,     1,     2,     8,     0,     6,     8,     5,     2,    10,     8,     6,     5,     2,     8,     5,     9,     5,     5,     5
763,     6,     8,     9,     7,     0,     8,     5,     5,     5,     2,     0,     7,     5,     3,     4,     6,     7,     4,     0,     2
764,     6,     5,     9,     5,     1,    10,     2,     8,    10,     3,     0,     7,     2,     4,     2,     5,     7,     4,     1,     4
765,     9,    10,     7,     9,     7,    10,     7,     0,     8,     2,     3,     7,     6,     3,     2,     2,     0,     4,     6,     3
766,    10,     9,     9,    10,     8,     8,     9,     5,     4,     3,     2,     4,     2,     2,     1,     7,     3,     5,     7,     4
767,     9,     8,     7,     8,     8,     6,    10,     5,     4,     2,     2,     6,     4,     1,     5,     5,     0,     6,     3,     0
768,     6,     4,     9,    10,     7,     7,     6,     5,     8,     7,     4,     7,     5,     4,     2,     6,     7,     4,     5,     1
769,     3,     7,     9,     5,     0,     7,     5,     4,     9,     2,     1,     3,     4,     3,     2,     8,     7,     4,     0,     3
770,     6,     6,     9,     5,     1,     6,     6,     7,     8,     2,     2,     4,     4,     5,     4,     5,     8,     5,     0,     3
771,     6,     1,     7,     8,     7,     7,     5,     5,     1,     9,     1,     5,     7,     5,     2,     6,     8,     2,     5,     1
772,     4,     8,     9,     7,     0,     8,     8,     4,     9,     2,     0,     5,     5,     1,     3,     3,     6,     8,     0,     6
773,     1,     3,     3,     8,     3,     6,     9,     4,     1,     8,     7,     4,    10,     1,     7,     3,     8,     5,     7,     7
774,    10,     9,     9,     9,     7,     6,     9,     5,     7,     3,     2,     5,     4,     4,     1,     7,     0,     3,     6,     2
775,     3,     5,     7,     7,     0,     5,     3,     5,    10,     2,     2,     3,     2,     5,     6,     3,     6,     4,     0,     6
776,     4,     4,     7,     6,     0,     6,     5,     6,     7,     3,     0,     3,     2,     2,     4,     4,     6,     6,     0,     3
777,     6,     3,     7,     5,     5,     7,     4,     5,     3,     7,     4,     4,     3,     5,     2,     6,     6,     5,     5,     1
778,     5,     7,     8,     8,     1,     8,     6,     6,    10,     3,     1,     8,     3,     0,     1,     6,     6,     4,     2,     5
779,     6,     5,    10,     4,     0,     9,     6,     5,     8,     2,     2,     8,     2,     5,     3,     4,    10,     7,     0,     1
780,     9,     9,     7,     9,     9,     6,     6,     6,     6,     3,     3,     2,     5,     4,     2,     4,     1,     4,     5,     0
781,    10,    10,     7,     7,     9,     8,     7,     6,     9,     0,     2,     6,     5,     3,     6,     4,     3,     5,     6,     0
782,     3,     4,     2,     5,     2,     6,     8,     5,     4,    10,     6,     4,     9,     1,     9,     3,     9,     4,     3,     8
783,     6,     3,     7,     8,     3,     4,     3,     5,     4,     9,     1,     6,     4,     5,     1,     6,     6,     3,     7,     4
784,    10,     7,     8,     8,     7,     8,     9,     4,     6,     2,     2,     3,     3,     3,     2,     6,     0,     5,     8,     1
785,     6,     6,     9,     6,     0,     7,     5,     7,     9,     0,     1,     7,     3,     1,     2,     5,     9,     4,     0,     4
786,     3,     8,    10,     4,     0,     9,     6,     7,     9,     3,     0,     5,     1,     1,     4,     7,     7,     6,     0,     7
787,     9,     9,     7,     8,    10,     5,     7,     5,     6,     2,     1,     8,     3,     2,     2,     5,     0,     4,     5,     2
788,    10,     9,     8,     8,    10,     6,     7,     5,     4,     2,     4,     6,     6,     1,     5,     4,     1,     5,     4,     2
789,     6,     3,     6,     8,     5,     6,     7,     4,     6,     9,     4,     7,     3,     8,     2,     5,     7,     4,     4,     4
790,    10,     7,     8,     6,     8,     6,     9,     4,     5,     4,     1,     6,     8,     2,     0,     5,     0,     2,     6,     4
791,     4,     6,     7,     7,     0,    10,     2,     6,     8,     1,     0,     4,     4,     1,     3,     5,     6,     4,     2,     5
792,     5,     8,    10,     5,     0,     6,     5,     5,     9,     3,     0,     6,     5,     2,     5,     7,     8,     7,     1,     3
793,     3,     5,     1,     8,     2,     9,     7,     3,     3,    10,     8,     6,     6,     2,     4,     9,     9,     8,     5,     3
794,     0,     3,     2,     7,     1,     4,     9,     3,     3,     7,     6,     7,     6,     3,     6,     3,     7,     5,     6,     5
795,     6,     6,     9,     3,     0,     4,     4,     8,     8,     2,     1,     5,     2,     3,     4,     6,     6,     7,     0,     1
796,     5,     5,    10,     3,     0,     6,     4,     5,     9,     0,     0,     7,     3,     1,     2,     6,     8,     5,     1,     2
797,     4,     2,     4,     9,     6,     5,     7,     2,     4,     6,     4,     3,     4,     6,     2,     7,     6,     5,     3,     0
798,    10,     9,     6,     8,     7,     6,     9,     8,     6,     3,     2,     8,     4,     1,     1,     5,     0,     7,     7,     3
799,     3,     4,     5,     6,     7,     5,     7,     5,     6,     9,     1,     5,     3,     6,     2,     5,     7,     4,     3,     6
800,     9,     6,     7,     8,     7,     6,     6,     4,     5,     4,     2,     4,     8,     1,     0,     5,     1,     7,     5,     0
801,    10,     7,     7,     9,     8,     4,     8,     4,     3,     5,     1,     6,     2,     2,     1,     7,     0,     5,     5,     2
802,     6,     4,     8,     7,     5,     7,     8,     5,     2,     8,     3,     6,     5,     6,     3,     8,     8,     2,     7,     3
803,     7,     3,     5,     7,     6,     4,     5,     4,     6,     4,     2,     4,     6,     7,     4,     6,     6,     6,     7,     2
804,     2,     8,     9,     7,     0,     9,     5,     4,    10,     2,     2,     4,     4,     3,     2,     7,     7,     3,     0,     4
805,     4,     3,     8,     9,     5,     8,     8,     5,     3,     7,     2,     5,     7,     6,     4,     7,     9,     9,     3,     1
806,    10,     8,     9,     7,     8,     5,     9,     7,     5,     1,     2,     6,     6,     3,     1,     6,     2,     6,     5,     1
807,     2,     2,     2,     7,     5,     7,     8,     4,     0,     9,     7,     4,     8,     4,     7,     7,     6,     6,     6,     7
808,     6,     7,     9,     7,     0,     8,     6,     6,     9,     1,     1,     5,     3,     0,     2,     3,     7,     3,     0,     3
809,     5,     7,     9,     8,     0,     8,     4,     8,     6,     3,     0,     3,     5,     2,     2,     8,     6,     5,     0,     3
810,    10,     9,     9,     9,     8,     7,     8,     6,     8,     2,     3,     5,     6,     2,     2,     4,     0,     6,     7,     3
811,     9,    10,     8,    10,     8,     9,     8,     5,     4,     1,     1,     7,     4,     2,     1,     7,     1,     6,     6,     0
812,     4,     4,    10,     5,     2,     9,     6,     7,     8,     3,     1,     5,     5,     5,     3,     4,     7,     4,     2,     3
813,     7,     1,     7,     5,     8,     7,     7,     7,     7,     9,     2,     6,     2,     6,     4,     5,     7,     5,     5,     3
814,     6,     6,     8,     7,     1,     9,     5,     8,     9,     1,     1,     5,     2,     1,     2,     5,    10,     3,     0,     1
815,     4,     6,    10,     5,     0,     8,     3,     6,     8,     4,     2,     5,     4,     5,     4,     6,     9,     6,     1,     2
816,    10,     8,     9,     9,     6,     5,     7,     6,     7,     1,     3,     4,     3,     2,     0,     5,     2,     2,     6,     2
817,    10,     7,    10,     8,     9,     7,     6,     4,     5,     2,     2,     5,     4,     4,     3,     6,     1,     4,     6,     1
818,    10,     7,     8,     8,     6,     6,     6,     6,     3,     2,     4,     5,     4,     4,     1,     6,     0,     5,     5,     1
819,     8,     5,    10,     7,     1,    10,     5,     7,     7,     3,     0,     4,     4,     1,     3,     5,     8,     5,     1,     0
820,     2,     1,     4,     8,     3,     7,     9,     2,     0,    10,     6,     7,     6,     1,     5,     5,     6,     4,     5,     6
821,     7,     5,     9,     7,     0,     8,     6,     5,     9,     1,     0,     4,     1,     2,     3,     9,     8,     5,     1,     3
822,     5,     1,     8,     6,     5,     5,     9,     4,     6,     8,     0,     8,     4,     4,     3,     5,     7,     5,     6,     2
823,     5,    10,     8,     6,     0,     7,     2,     7,     7,     0,     1,     5,     2,     3,     3,     6,     6,     7,     0,     3
824,     3,     3,     9,     7,     0,     8,     4,     3,    10,     4,     1,     5,     2,     1,     2,     7,     8,     6,     0,     4
825,     3,     6,     7,     8,     0,     7,     5,     5,     9,     3,     0,     9,     3,     5,     4,     4,    10,     2,     0,     1
826,     3,     3,     6,     5,     4,     4,     9,     6,     6,    10,     2,     7,     5,     6,     2,     8,     7,     2,     5,     1
827,     2,     3,     1,     8,     5,     8,     9,     4,     0,    10,     8,     5,     8,     2,     5,     9,     8,     7,     2,     7
828,     9,     7,     7,     7,     9,     8,     6,     3,     6,     2,     4,     6,     3,     4,     2,     5,     1,     5,     4,     1
829,     9,     8,     8,     9,     7,     6,     6,     6,     5,     4,     0,     5,     4,     3,     1,     2,     1,     4,     6,     1
830,     2,     5,     3,     7,     5,     6,     9,     4,     0,     9,     9,     7,     6,     2,     7,     4,     9,     5,     4,     6
831,     5,     6,     9,     7,     2,     7,     4,     6,     9,     1,     1,     3,     7,     3,     2,     7,     7,     5,     0,     4
832,     1,     3,     0,     4,     0,     5,     7,     4,     1,     9,    10,     6,     7,     4,     9,     3,     7,     6,     3,     5
833,     6,     5,     8,     6,     0,     8,     2,     4,     7,     0,     3,     7,     5,     1,     5,     7,     7,     5,     0,     3
834,     2,     4,     6,     8,     5,     7,     7,     6,     6,     7,     3,     7,     4,     6,     3,     4,     7,     5,     6,     3
835,     2,     3,     5,    10,     1,     4,     8,     5,     1,     7,    10,     5,     5,     4,     7,     3,     9,     4,     5,     4
836,     3,     3,     2,     9,     2,     6,     7,     6,     0,     9,     7,     7,    10,     4,     7,     4,     8,     5,     7,     2
837,     5,     5,     8,     5,     1,     8,     4,     5,     7,     2,     1,     5,     2,     0,     4,     5,     4,     3,     1,     3
838,     8,     9,     8,     8,     8,     7,     8,     4,     5,     3,     3,     6,     5,     2,     4,     5,     1,     4,     7,     1
839,     7,     8,    10,     8,     0,     9,     4,     4,     8,     4,     1,     7,     6,     0,     3,     6,     6,     6,     0,     2
840,     8,     3,     8,     6,     7,     6,     5,     8,     4,     8,     1,     5,     3,     6,     3,     8,     7,     5,     7,     2
841,     5,     2,     8,     7,     4,     5,     7,     6,     7,     9,     2,     5,     4,     5,     3,     5,     6,     5,     5,     4
842,     4,     7,     9,     4,     0,     4,     3,     3,     6,     2,     2,     6,     2,     3,     5,     7,     8,     1,     2,     4
843,     5,     3,     6,     7,     5,     6,     3,     7,     4,     8,     4,     6,     3,     7,     3,     4,     3,     6,     6,     4
844,    10,     8,     9,     9,     8,     5,    10,     4,     4,     2,     2,     5,     3,     1,     3,     6,     0,     4,     7,     2
845,     2,     2,     4,     8,     2,     7,    10,     6,     1,     7,     9,     8,    10,     2,     6,     7,     9,     4,     6,     9
846,     3,     7,     9,     6,     0,     7,     7,     5,     9,     3,     1,     4,     4,     2,     5,     6,     3,     5,     0,     4
847,     1,     2,     0,     8,     3,     5,     6,     5,     2,     9,     9,     5,    10,     3,     5,     3,     9,     4,     6,     8
848,     2,     1,     5,     9,     3,     6,     7,     7,     1,     8,     8,     5,     6,     2,     5,     4,     9,     7,     4,     6
849,     9,     6,    10,     8,     7,     9,     9,     2,     6,     0,     2,     3,     3,     3,     2,     6,     2,     3,     5,     1
850,     4,     6,     6,     6,     5,     8,     7,     4,     5,     9,     2,     3,     7,     8,     5,     5,     6,     5,     3,     0
851,     2,     3,     3,     5,     0,     6,     8,     5,     0,     8,     6,     4,     9,     4,     6,     6,     8,     5,     5,     5
852,    10,     9,     9,     8,     9,     6,     8,     6,     4,     2,     3,     4,     2,     4,     1,     6,     1,     5,     2,     2
853,     4,     3,     1,     8,     3,     7,     8,     3,     1,     9,     8,     2,     6,     4,     5,     4,     6,     4,     8,     7
854,     2,     1,     2,     8,     3,     5,     8,     5,     1,    10,     9,     3,     6,     1,     5,     5,    10,     5,     3,     6
855,     3,     1,     1,     7,     2,     7,    10,     6,     1,     8,     9,     7,     5,     4,     2,     6,     6,     5,     5,     5
856,    10,     6,     6,     7,    10,     9,     7,     7,     4,     2,     2,     5,     1,     2,     0,     4,     1,     3,     4,     1
857,    10,     7,     8,     8,    10,     7,     6,     3,     5,     2,     3,     4,     3,     5,     3,     4,     1,     3,     7,     0
858,     1,     3,     2,     9,     2,     6,     9,     6,     0,     9,     9,     5,     6,     2,     4,     5,     5,     4,     4,     7
859,     1,     3,     2,     8,     4,     7,    10,     6,     0,     8,     8,     7,     8,     3,     7,     6,     9,     3,     6,     4
860,     8,     9,     7,     9,     9,     6,     8,     6,     8,     2,     2,     7,     4,     1,     2,     3,     2,     4,     7,     0
861,    10,    10,     9,     8,    10,     8,     7,     5,     4,     3,     3,     6,     5,     1,     1,     6,     1,     2,     2,     1
862,     2,     2,     1,     6,     2,     8,     8,     5,     2,    10,     8,     5,     8,     2,     6,     3,     8,     7,     8,     5
863,    10,     9,     9,     6,     8,     8,     7,     5,     5,     0,     0,     4,     9,     3,     1,     4,     0,     5,     2,     1
864,     3,     2,     8,     8,     6,     7,     7,     4,     6,    10,     1,     4,     7,     7,     4,     6,     9,     3,     3,     2
865,     6,     6,     7,     6,     0,     8,     1,     2,    10,     1,     0,     8,     3,     4,     3,     9,     8,     4,     0,     4
866,     6,     5,    10,     7,     0,     8,     3,     5,     9,     2,     0,     5,     4,     0,     2,     6,     8,     5,     0,     1
867,     4,     5,     6,     8,     0,     8,     5,     4,     8,     1,     1,     9,     3,     3,     4,     5,     6,     3,     1,     3
868,     1,     1,     2,     8,     1,     3,     7,     3,     2,     8,     6,     6,     7,     2,     7,     5,     7,     0,     7,     7
869,     3,     0,     2,     8,     3,     8,     6,     4,     2,     8,     9,     7,     6,     1,     4,     5,     6,     4,     6,     1
870,     6,     2,     4,     6,     6,     4,     5,     3,     3,     8,     4,     4,     6,     7,     3,     7,     8,     7,     6,     6
871,    10,     7,     8,     7,     5,     6,     8,     6,     6,     0,     1,     8,     3,     2,     3,     6,     2,     5,     7,     2
872,     6,     4,     7,     7,     7,     8,     6,     4,     6,    10,     2,     5,     6,     6,     2,     3,     6,     5,     5,     2
873,     6,     5,     9,     4,     0,     5,     4,     7,     5,     1,     0,     5,     1,     2,     1,     6,     6,     5,     0,     3
874,     6,     6,     7,     5,     0,     7,     4,     7,     7,     4,     1,     9,     0,     2,     3,     5,     7,     3,     0,     4
875,    10,     9,     8,     6,     8,    10,    10,     5,     4,     0,     3,     7,     3,     5,     4,     7,     0,     3,     5,     3
876,     7,     4,     4,     6,     7,     5,     6,     2,     3,     6,     1,     5,     3,     5,     4,     7,     7,     8,     7,     3
877,     5,     5,     5,     7,     9,     7,     5,     4,     8,     8,     1,     6,     4,     6,     4,     5,     6,     6,     6,     1
878,     2,     4,     0,     6,     3,     6,     9,     5,     2,     7,     8,     5,     8,     4,     5,     4,     8,     8,     5,     6
879,     7,     7,     9,     7,     1,     6,     4,     5,     9,     3,     0,     4,     1,     0,     3,     4,     7,     5,     0,     2
880,     6,     7,     8,     7,     0,     8,     4,     6,     6,     1,     0,     3,     2,     4,     2,     7,     5,     7,     0,     2
881,     6,     6,     9,     7,     0,     8,     2,     5,     5,     0,     0,     7,     3,     3,     3,     7,     6,     6,     0,     5
882,     9,     8,     7,     7,     5,     5,     7,     5,     5,     1,     0,     5,     3,     7,     4,     5,     1,     6,     3,     5
883,     9,     7,     9,     9,     8,     6,     8,     4,     4,     3,     1,     3,     4,     4,     2,     6,     1,     5,     5,     1
884,    10,     8,     9,     9,     8,     5,     9,     3,     6,     2,     5,     5,     4,     4,     4,     4,     1,     8,     4,     4
885,     9,     7,     8,     8,     7,     5,     8,     7,     6,     5,     2,     5,     4,     6,     3,     5,     1,     4,     5,     2
886,     7,     2,     6,     7,     9,     6,     5,     5,     4,     9,     5,     7,     4,     6,     4,     7,     9,     6,     4,     6
887,     5,     6,    10,     8,     0,     6,     6,     3,     8,     2,     0,     6,     2,     2,     3,     5,     5,     7,     1,     3
888,     3,     7,    10,     5,     0,     7,     2,     5,     8,     4,     2,     3,     2,     2,     3,     6,     7,     4,     0,     5
889,     3,     0,     0,     8,     3,     6,     9,     3,     2,    10,     7,     7,     7,     2,     5,     4,     9,     4,     8,     5
890,     3,     2,     1,     9,     4,     7,     3,     6,     1,     9,     9,     4,    10,     6,     6,     7,     6,     3,     7,     5
891,     1,     1,     2,     9,     1,     9,     8,     7,     2,     9,    10,     7,     7,     6,     5,     3,     8,     7,     5,     7
892,     6,     3,     8,     9,     2,     7,     8,     4,     5,     8,     2,     3,     2,     5,     2,     7,     7,     5,     5,     5
893,     1,     3,     4,     9,     1,     6,     9,     7,     0,     7,     7,     4,     6,     0,     6,     4,     7,     7,     5,     6
894,     8,     9,     6,     8,     0,     6,     7,     6,     7,     0,     2,     5,     4,     3,     2,     5,     7,     2,     0,     4
